,Strain.original.name,Codigo.CCBT,Serogroup.x,Serotype,Origin,Isolate.date,Geographic.origin,conservacion,Growth,ELISA.x,Zot.x,Zot.Ace.x,ctxA.x,tcp.x,N.Caja,Observ.x,RAPD,PFGE,VCR.PCR,REP.PCR,Supplier.Name,Strain.name,Serogroup.y,Serotipe,Origen,Isolation.date,City,Province,TCBS,TSA,Oxidase,ELISA.y,Zot.y,Zot.Ace.y,ctxA.y,tcp.y,Observ.y,Lane,Sample,Public.Name,Strain,Geographic.origin_NR,latitude,longitude,Province_Geographic.origin_NR,contaminated 
1400,SAS174,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1401,SAS175,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1402,SAS214,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1403,SAS307,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1404,SAS308,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1405,SAS381,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1406,SAS132,,O1,Inaba,Human,27/12/1993,"Apolinario Saravia, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apolinario Saravia, Salta",-24.432782,-63.99192,Salta,
1407,BA1/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1408,BA3/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1409,BA4/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1410,BA5/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1411,BA6/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1412,BA9/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1413,BA10/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1414,BA12/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1415,BA13/W,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1416,BA16/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1417,BA18/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1418,BA19/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1419,BA20/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1420,BA21/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1421,BA22/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1422,BA23/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1423,BA24/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1424,BA25/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1425,BA26/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1426,BA27/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1427,BA28/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1428,BA29/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1429,BA30/P,,no-O1,,Ambiental,27/12/1993,"Mar del Plata, Bs. As.",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1430,SO3060,,no-O1,,Human,27/12/1993,"Orán, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1431,SO3070,,no-O1,,Human,27/12/1993,"Orán, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1432,SO3029,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1433,SO3053,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1434,SO3054,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1435,SO3066,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1436,SO3072,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1437,SO3077,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1438,SO3124,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1439,SO3125,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1440,SO3135,,O1,Ogawa,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1441,SO3018,,O1,Inaba,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1442,SO3027,,O1,Inaba,Human,27/12/1993,"Orán, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1443,SG677,,no-O1,,Human,30/12/1993,"Guemes, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Guemes, Salta",-24.669386,-65.050415,Salta,
1444,T443/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1445,T478/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1446,T489/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1447,T491/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1448,T494/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1449,T495/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1450,T497/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1451,T498/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1452,T500/W,,no-O1,,Ambiental,06/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1453,Tcruz,,O1,Inaba,Human,06/01/1994,Tucumán,,,Positive,Positive,Positive,Positive,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1454,CF Viera,,O1,Ogawa,Human,07/01/1994,"Htal. Piñero, Bs. As.",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1455,BA FL,,O1,Ogawa,Human,07/01/1994,"La Matanza, Bs. As.",,,Positive,Positive,Positive,Positive,El Tor,17,,1,1,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1456,"BA Villea, B",,O1,Ogawa,Human,07/01/1994,"La Matanza, Bs. As.",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1457,"BA Villea, JC",,O1,Ogawa,Human,07/01/1994,"La Matanza, Bs. As.",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
1458,BA6511,,O1,Ogawa,Human,07/01/1994,"La Plata, Bs. As.",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
1459,RN69/W,,no-O1,,Ambiental,07/01/1994,Río Negro,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
1460,RN70/W,,no-O1,,Ambiental,07/01/1994,Río Negro,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
1461,RN71/W,,no-O1,,Ambiental,07/01/1994,Río Negro,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
1462,RN75/W,,no-O1,,Ambiental,07/01/1994,Río Negro,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
1463,RN76/W,,no-O1,,Ambiental,07/01/1994,Río Negro,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
1464,T7218,,no-O1,,Human,07/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1465,T7344,,no-O1,,Human,07/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1466,T116,,no-O1,,Human,07/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1467,T176,,no-O1,,Human,07/01/1994,Tucumán,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucuman,-27.013351,-65.236407,Tucuman,
1468,SJ160,,no-O1,,Human,13/01/1994,San Juan,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Juan ,-31.016234,-68.595645,San Juan,
1469,SJ166,,no-O1,,Human,13/01/1994,San Juan,,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Juan ,-31.016234,-68.595645,San Juan,
1470,ST Agua/W,,no-O1,,Ambiental,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1471,ST5934,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,Negative,Ne,Negative,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1472,ST5905,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1473,ST5963,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1474,ST6023,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1475,ST6024,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1476,ST6207,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1477,ST6034,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1478,ST6292,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1479,ST6280,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1480,ST6275,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1481,ST6316,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1482,ST6317,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1483,ST6425,,no-O1,,Human,13/01/1994,"Tartagal, Salta",,,Negative,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1484,ST5791,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1485,ST5821,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1486,ST5830,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,Positive,Positive,Positive,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1487,ST5831,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1488,ST5855,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1489,ST5897,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1490,ST5938,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1491,ST5980,,O1,Ogawa,Human,13/01/1994,"Tartagal, Salta",,,Positive,,,,,17,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
